position_id,mint,entry_json,exit_json
01a0acc6-9163-7377-88a8-4cf1a5181859,7s4dKmpvQxNy5CwDpsy9SKw3JVoFGRYNd6F8mr4GAxi8,"{""fee"": 467170, ""mint"": ""7s4dKmpvQxNy5CwDpsy9SKw3JVoFGRYNd6F8mr4GAxi8"", ""slot"": 447659328, ""is_buy"": true, ""cashback"": 0, ""signature"": ""SwjKQmywDbwgXZnuhZzCiYYduVTTzdrA146vfS8uXebotkAesRDUU32i6obist86xSh5Pd926baRS8qWhcjEyK7"", ""timestamp"": 1789605088, ""block_time"": ""2026-09-17T00:31:28+00:00"", ""sol_amount"": 49175786, ""creator_fee"": 147528, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1278081588651, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""sell_net_lamports"": null, ""buy_total_lamports"": 52659524, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": -52659524, ""unexplained_lamports"": 2860040, ""event_sell_net_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": 49799484, ""real_token_reserves_after"": 634130526883819, ""virtual_sol_reserves_after"": 35217642187, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 914030526883819}","{""fee"": 412755, ""mint"": ""7s4dKmpvQxNy5CwDpsy9SKw3JVoFGRYNd6F8mr4GAxi8"", ""slot"": 447659476, ""is_buy"": false, ""reason"": ""creator_dump"", ""cashback"": 0, ""signature"": ""k6nBHehmBBuACvknFQmsUEhpXapcgxk2jZPgALhUpWMua48yFBRFsEaQ3fzP7KuAvCknDSNqA59XPbMvNR81ETg"", ""timestamp"": 1789605136, ""block_time"": ""2026-09-17T00:32:16+00:00"", ""sol_amount"": 43447811, ""creator_fee"": 130344, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1278081588651, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""sell_net_lamports"": 42895712, ""buy_total_lamports"": null, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": 42895712, ""unexplained_lamports"": 0, ""event_sell_net_lamports"": 42895712, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": null, ""real_token_reserves_after"": 693835561206075, ""virtual_sol_reserves_after"": 33058256607, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 973735561206075}"
01a0adfa-ea25-733b-8ddc-8091fcf7f77d,63NPcW9qYCxeSA41Yo7bg9WGZXVwVaAY71Et5huwpump,"{""fee"": 469136, ""mint"": ""63NPcW9qYCxeSA41Yo7bg9WGZXVwVaAY71Et5huwpump"", ""slot"": 447723132, ""is_buy"": true, ""cashback"": 0, ""signature"": ""Ca6UENfZ5Bhe8JrK4WBJqPVDvPfqu54CuaLVyR7Z4QrPvgJoBNiMdmLYL6PJiMFWVSQDjez7eMjkjVsLg2PBf9F"", ""timestamp"": 1789625295, ""block_time"": ""2026-09-17T06:08:15+00:00"", ""sol_amount"": 49382715, ""creator_fee"": 148149, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1474713788381, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": 1513840, ""sell_net_lamports"": null, ""buy_total_lamports"": 51522840, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": -51522840, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": null, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": 50009000, ""real_token_reserves_after"": 699816142753536, ""virtual_sol_reserves_after"": 32856455816, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 979716142753536}","{""fee"": 461040, ""mint"": ""63NPcW9qYCxeSA41Yo7bg9WGZXVwVaAY71Et5huwpump"", ""slot"": 447723295, ""is_buy"": false, ""reason"": ""creator_dump"", ""cashback"": 0, ""signature"": ""31d2Udc7VgA6uP6aA4yRMHATi7R1KMvJ1ExQ1zXAif9BxDuuxu5mdjsjj8ASLjfF779ob2WYBpdDBnVj4i7Rf8cu"", ""timestamp"": 1789625347, ""block_time"": ""2026-09-17T06:09:07+00:00"", ""sol_amount"": 48530488, ""creator_fee"": 145592, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1474713788381, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": null, ""sell_net_lamports"": 47914856, ""buy_total_lamports"": null, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": 47914856, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": 47914856, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": null, ""real_token_reserves_after"": 709862083697712, ""virtual_sol_reserves_after"": 32522967580, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 989762083697712}"
01a0ae0d-6e20-74f1-876e-740d2ec47fce,CCLstvwa27Yj4XjSdFthism4NQqHUSFzn54unF6epump,"{""fee"": 469136, ""mint"": ""CCLstvwa27Yj4XjSdFthism4NQqHUSFzn54unF6epump"", ""slot"": 447726981, ""is_buy"": true, ""cashback"": 0, ""signature"": ""wsHLvcrPTvhvdiVT5upmQ5zdVUdEgfY363hXS2bc5GXj1kFsWVu167HKBeCaY3MACw9UEeaoMPe3xbmCLEmn4x4"", ""timestamp"": 1789626509, ""block_time"": ""2026-09-17T06:28:29+00:00"", ""sol_amount"": 49382715, ""creator_fee"": 148149, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1172632239252, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": 1513840, ""sell_net_lamports"": null, ""buy_total_lamports"": 51522840, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": -51522840, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": null, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": 50009000, ""real_token_reserves_after"": 593800682348724, ""virtual_sol_reserves_after"": 36843281388, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 873700682348724}","{""fee"": 424908, ""mint"": ""CCLstvwa27Yj4XjSdFthism4NQqHUSFzn54unF6epump"", ""slot"": 447728235, ""is_buy"": false, ""reason"": ""trailing"", ""cashback"": 0, ""signature"": ""4JKCCYwXsoPLeiH6wn1tGHGeaneg3xRynkTpeB3A7mPqdfnVsNtLHt3pxrrTYehuRASsqaW1N8SAXsVb9sszw1wL"", ""timestamp"": 1789626905, ""block_time"": ""2026-09-17T06:35:05+00:00"", ""sol_amount"": 44727151, ""creator_fee"": 134182, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1172632239252, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": null, ""sell_net_lamports"": 44159061, ""buy_total_lamports"": null, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": 44159061, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": 44159061, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": null, ""real_token_reserves_after"": 639348572020532, ""virtual_sol_reserves_after"": 35017732018, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 919248572020532}"
01a0ae97-c071-71c5-bfc5-a9f81e99d642,2hhJXPy3ceaKJc9YfWxT8xbWuP4tVzqFsqYbgJB9pump,"{""fee"": 469136, ""mint"": ""2hhJXPy3ceaKJc9YfWxT8xbWuP4tVzqFsqYbgJB9pump"", ""slot"": 447755644, ""is_buy"": true, ""cashback"": 0, ""signature"": ""4TLrZVHo5EjSSyGHQcbVtjJRZsc6B9xgJwjAsWZ3W4ws6NLKpVpb4wuQvUNVbB5vwvkoJi1ntMtxhYBuXPQX57bW"", ""timestamp"": 1789635573, ""block_time"": ""2026-09-17T08:59:33+00:00"", ""sol_amount"": 49382715, ""creator_fee"": 148149, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1208900441097, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": 1513840, ""sell_net_lamports"": null, ""buy_total_lamports"": 51522840, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": -51522840, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": null, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": 50009000, ""real_token_reserves_after"": 607199958055246, ""virtual_sol_reserves_after"": 36286779043, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 887099958055246}","{""fee"": 321636, ""mint"": ""2hhJXPy3ceaKJc9YfWxT8xbWuP4tVzqFsqYbgJB9pump"", ""slot"": 447761351, ""is_buy"": false, ""reason"": ""time_stop"", ""cashback"": 0, ""signature"": ""B3tke5fmwvCqwGutBtdb2qL4pkimqpJuFwm6HiS9ouGu1TRzt92i7qcgkpAVkySZn6ePBoceSUrvmSP1cJqzcNH"", ""timestamp"": 1789637373, ""block_time"": ""2026-09-17T09:29:33+00:00"", ""sol_amount"": 33856372, ""creator_fee"": 101570, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1208900441097, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": null, ""sell_net_lamports"": 33424166, ""buy_total_lamports"": null, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": 33424166, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": 33424166, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": null, ""real_token_reserves_after"": 792805229166063, ""virtual_sol_reserves_after"": 30008243928, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 1072705229166063}"
01a0ae99-0f35-76f8-ba7c-61e1b4edafa8,Dy9YAbcLWB9K35QARmAiVuooidsE5Swk9FJpJ8QBpump,"{""fee"": 469136, ""mint"": ""Dy9YAbcLWB9K35QARmAiVuooidsE5Swk9FJpJ8QBpump"", ""slot"": 447755913, ""is_buy"": true, ""cashback"": 0, ""signature"": ""5oYhDyPmRtrYGbyLxXBqGp5gHEmk89pQ47mJfX7FvMFv8fVxrTSshxTFJz1nkHPpJSXvaxo387EcriMfwVMiYjYy"", ""timestamp"": 1789635660, ""block_time"": ""2026-09-17T09:01:00+00:00"", ""sol_amount"": 49382715, ""creator_fee"": 148149, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1537068962870, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": 1513840, ""sell_net_lamports"": null, ""buy_total_lamports"": 51522840, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": -51522840, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": null, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": 50009000, ""real_token_reserves_after"": 720298584889896, ""virtual_sol_reserves_after"": 32183608865, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 1000198584889896}","{""fee"": 437191, ""mint"": ""Dy9YAbcLWB9K35QARmAiVuooidsE5Swk9FJpJ8QBpump"", ""slot"": 447757546, ""is_buy"": false, ""reason"": ""creator_dump"", ""cashback"": 0, ""signature"": ""4K8Zdwbio9tjfa6LZhK5D7Mtcr6FjFcmKR9fW4oceFLG7SPzPbyfGL8r7WbAAguR1CMBzjtdyg5i3WBeQmnQW59E"", ""timestamp"": 1789636174, ""block_time"": ""2026-09-17T09:09:34+00:00"", ""sol_amount"": 46020024, ""creator_fee"": 138061, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1537068962870, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": null, ""sell_net_lamports"": 45435772, ""buy_total_lamports"": null, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": 45435772, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": 45435772, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": null, ""real_token_reserves_after"": 757761348126776, ""virtual_sol_reserves_after"": 31021681751, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 1037661348126776}"
01a0b117-c29e-74b3-8ce0-a423f7c229dc,GdZ5hSdzKxEDArfu3Ye64S7LDMYGfKKFrmyhChwhpump,"{""fee"": 469136, ""mint"": ""GdZ5hSdzKxEDArfu3Ye64S7LDMYGfKKFrmyhChwhpump"", ""slot"": 447887920, ""is_buy"": true, ""cashback"": 0, ""signature"": ""5fghzJQMjPvNYkJ1FPCmQ1WCs11PWgn1QV44gANBm9CH2VtCt9kmCUgUqHoUGjGCUtfVaRFw7GWX7kWpNrGsR3fc"", ""timestamp"": 1789677518, ""block_time"": ""2026-09-17T20:38:38+00:00"", ""sol_amount"": 49382715, ""creator_fee"": 148149, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1689012625446, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": 1513840, ""sell_net_lamports"": null, ""buy_total_lamports"": 51522840, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": -51522840, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": null, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": 50009000, ""real_token_reserves_after"": 768531146720670, ""virtual_sol_reserves_after"": 30703017706, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 1048431146720670}","{""fee"": 458201, ""mint"": ""GdZ5hSdzKxEDArfu3Ye64S7LDMYGfKKFrmyhChwhpump"", ""slot"": 447888194, ""is_buy"": false, ""reason"": ""creator_dump"", ""cashback"": 0, ""signature"": ""BnY2As2ZhL3Sv98ZTspNeEP3WiZQPY1vtJffSX63yNtKeMNue6AW2uAU1mzbRhS4Cw7q5LzqsEXBrGZQvtZFCpB"", ""timestamp"": 1789677604, ""block_time"": ""2026-09-17T20:40:04+00:00"", ""sol_amount"": 48231590, ""creator_fee"": 144695, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1689012625446, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": null, ""sell_net_lamports"": 47619694, ""buy_total_lamports"": null, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": 47619694, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": 47619694, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": null, ""real_token_reserves_after"": 782667646456615, ""virtual_sol_reserves_after"": 30294541879, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 1062567646456615}"
01a0b12b-5fbd-7c74-bcbb-6c1d3d4a6308,6zdT1MxCcYFFrA9Fx2TpP6Sq53jTHbsH4THoxLqUpump,"{""fee"": 469136, ""mint"": ""6zdT1MxCcYFFrA9Fx2TpP6Sq53jTHbsH4THoxLqUpump"", ""slot"": 447891975, ""is_buy"": true, ""cashback"": 0, ""signature"": ""5U69hy79UB7Nf2WcR5pmCG5ivQZePRxnodpa9CMLtiaNjWCdf7r5XrhqEtEyFYvYxitgqcEkDKqzYwPmHKsGEW24"", ""timestamp"": 1789678803, ""block_time"": ""2026-09-17T21:00:03+00:00"", ""sol_amount"": 49382715, ""creator_fee"": 148149, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1000453325037, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": 1513840, ""sell_net_lamports"": null, ""buy_total_lamports"": 51522840, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": -51522840, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": null, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": 50009000, ""real_token_reserves_after"": 527153650176280, ""virtual_sol_reserves_after"": 39885824255, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 807053650176280}","{""fee"": 822088, ""mint"": ""6zdT1MxCcYFFrA9Fx2TpP6Sq53jTHbsH4THoxLqUpump"", ""slot"": 447892345, ""is_buy"": false, ""reason"": ""creator_dump"", ""cashback"": 0, ""signature"": ""288DhYpP1kJ3iGp9AkLTos3Z7Q9hD2EzJ44WwESHFoCq3Ntm9Lxesr2QUPLNMvNT2TMYRuKJNskibCnJS8XsQHh7"", ""timestamp"": 1789678920, ""block_time"": ""2026-09-17T21:02:00+00:00"", ""sol_amount"": 86535530, ""creator_fee"": 259607, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1000453325037, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": null, ""sell_net_lamports"": 85444835, ""buy_total_lamports"": null, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": 85444835, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": 85444835, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": null, ""real_token_reserves_after"": 330645154113892, ""virtual_sol_reserves_after"": 52723373298, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 610545154113892}"
01a0b18d-9649-7f4d-ab32-d069f124b99f,rYJYP8jVj11qzMnTWTERiK2iPTGNLW4u7r3rdSPpump,"{""fee"": 469136, ""mint"": ""rYJYP8jVj11qzMnTWTERiK2iPTGNLW4u7r3rdSPpump"", ""slot"": 447912266, ""is_buy"": true, ""cashback"": 0, ""signature"": ""CuUi9pFZ9QC3vma8HTFByYVWNVjgJrti4ZTpXfNq3ZgwNAsmczXTv7QJCwUXyTattEYgUpRKSpdxFV43GxdmeGq"", ""timestamp"": 1789685240, ""block_time"": ""2026-09-17T22:47:20+00:00"", ""sol_amount"": 49382715, ""creator_fee"": 148149, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1629629589055, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": 1513840, ""sell_net_lamports"": null, ""buy_total_lamports"": 51522840, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": -51522840, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": null, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": 50009000, ""real_token_reserves_after"": 749950341866172, ""virtual_sol_reserves_after"": 31256968946, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 1029850341866172}","{""fee"": 455896, ""mint"": ""rYJYP8jVj11qzMnTWTERiK2iPTGNLW4u7r3rdSPpump"", ""slot"": 447912409, ""is_buy"": false, ""reason"": ""creator_dump"", ""cashback"": 0, ""signature"": ""39zLs4gTCachEDYKBFjXjeRZqGz4YGh1nrBZoTLaMc5y98ZSE8moTbU6oMQmzFTEZxtxZ2wfHcZd1KoJvCzvz7qy"", ""timestamp"": 1789685285, ""block_time"": ""2026-09-17T22:48:05+00:00"", ""sol_amount"": 47989039, ""creator_fee"": 143968, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1629629589055, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": null, ""sell_net_lamports"": 47380175, ""buy_total_lamports"": null, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": 47380175, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": 47380175, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": null, ""real_token_reserves_after"": 766438906240504, ""virtual_sol_reserves_after"": 30764411003, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 1046338906240504}"
01a0b18e-872c-71c6-a757-c65fb5ba76bd,M3kpWCVAtgbnBHFXmsdzSHyN66Sdu8d213K6Mcafood,"{""fee"": 469411, ""mint"": ""M3kpWCVAtgbnBHFXmsdzSHyN66Sdu8d213K6Mcafood"", ""slot"": 447912457, ""is_buy"": true, ""cashback"": 0, ""signature"": ""2a5EyivBmGhJPWwLJrDArZvonWyNDmym9wYw1DNVw6cmmnXTaRkCirp9wGusYJUgmdCSxsL9f4DX6DjbNb7nBb5y"", ""timestamp"": 1789685301, ""block_time"": ""2026-09-17T22:48:21+00:00"", ""sol_amount"": 49411582, ""creator_fee"": 148235, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1390354243368, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": 1513840, ""sell_net_lamports"": null, ""buy_total_lamports"": 51552068, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": -51552068, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": null, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": 50038228, ""real_token_reserves_after"": 671124313004857, ""virtual_sol_reserves_after"": 33847715281, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 951024313004857}","{""fee"": 375295, ""mint"": ""M3kpWCVAtgbnBHFXmsdzSHyN66Sdu8d213K6Mcafood"", ""slot"": 447918139, ""is_buy"": false, ""reason"": ""time_stop"", ""cashback"": 0, ""signature"": ""4BiTUoEecQG9RtQLxV8Cfdihk1EwFy4mrkavMHpsVsiwPbx5M8Mq8Th9tEZx9cBzmMrZydbPSrmLRuw8wo96MADV"", ""timestamp"": 1789687105, ""block_time"": ""2026-09-17T23:18:25+00:00"", ""sol_amount"": 39504701, ""creator_fee"": 118515, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1390354243368, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": null, ""sell_net_lamports"": 39001891, ""buy_total_lamports"": null, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": 39001891, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": 39001891, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": null, ""real_token_reserves_after"": 785180610020928, ""virtual_sol_reserves_after"": 30223064704, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 1065080610020928}"
01a0b33e-f2b0-740c-9bd7-95c56faebbd3,8DqtPVgJU15esLoE5kiUd7XS2ShK1cgRmEG5eG2jSJUK,"{""fee"": 468076, ""mint"": ""8DqtPVgJU15esLoE5kiUd7XS2ShK1cgRmEG5eG2jSJUK"", ""slot"": 448005180, ""is_buy"": true, ""cashback"": 0, ""signature"": ""BKKNNAw9TyVZRhjc9X9RgJTb1ddRvqmoYbSjLxyWSM9bxjCnBGuMVMMFrDwg2ZmZruLgt7RewKJbULcNTyqkFiB"", ""timestamp"": 1789713640, ""block_time"": ""2026-09-18T06:40:40+00:00"", ""sol_amount"": 49271124, ""creator_fee"": 147814, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1003934465520, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": 1513840, ""sell_net_lamports"": null, ""buy_total_lamports"": 51409854, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": -51409854, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": null, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": 49896014, ""real_token_reserves_after"": 529471220134620, ""virtual_sol_reserves_after"": 39771614447, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 809371220134620}","{""fee"": 469440, ""mint"": ""8DqtPVgJU15esLoE5kiUd7XS2ShK1cgRmEG5eG2jSJUK"", ""slot"": 448005304, ""is_buy"": false, ""reason"": ""creator_dump"", ""cashback"": 0, ""signature"": ""5T6oQWnfLJqh7awrf3vApbc3gTZ74GAhzSAXi2JUGRzQXRccYhaUihVUjHAsKDcG1AWYNgB2fPxPp7LZY1tYGcZz"", ""timestamp"": 1789713673, ""block_time"": ""2026-09-18T06:41:13+00:00"", ""sol_amount"": 49414685, ""creator_fee"": 148245, ""event_layout"": ""2026-09-12/holder_rewards"", ""token_amount"": 1003934465520, ""holder_rewards"": 0, ""fee_basis_points"": 95, ""ata_rent_lamports"": null, ""sell_net_lamports"": 48788000, ""buy_total_lamports"": null, ""network_fee_lamports"": 9000, ""payer_delta_lamports"": 48788000, ""unexplained_lamports"": 0, ""account_rent_lamports"": null, ""event_sell_net_lamports"": 48788000, ""ata_rent_refund_lamports"": null, ""creator_fee_basis_points"": 30, ""event_buy_total_lamports"": null, ""real_token_reserves_after"": 529297857062826, ""virtual_sol_reserves_after"": 39780135165, ""holder_rewards_basis_points"": 0, ""virtual_token_reserves_after"": 809197857062826}"
