trendline_bounce v1,2026-08-19,DOGEUSDT,-0.0480423539,0.083199
trendline_bounce v1,2026-08-20,ETHUSDT,1.7966389644,1.937028
trendline_bounce v1,2026-08-21,SOLUSDT,1.7373324854,1.877418
trendline_bounce v1,2026-08-21,ETHUSDT,0.4893859511,0.628401
trendline_bounce v1,2026-08-21,SOLUSDT,0.2381763789,0.362358
trendline_bounce v1,2026-08-21,DOGEUSDT,-0.0884306698,0.005289
trendline_bounce v1,2026-08-21,DOGEUSDT,2.1563813492,2.285391
trendline_bounce v1,2026-08-21,ETHUSDT,2.1686843575,2.314130
trendline_bounce v1,2026-08-21,SOLUSDT,1.9511402794,2.115430
trendline_bounce v1,2026-08-22,DOGEUSDT,-1.0161713880,-0.992644
trendline_bounce v1,2026-08-23,XRPUSDT,-1.0571774164,-0.975078
trendline_bounce v1,2026-08-23,XRPUSDT,-1.0616650409,-0.973155
trendline_bounce v1,2026-08-23,DOGEUSDT,-1.0895651025,-0.963799
trendline_bounce v1,2026-08-24,ETHUSDT,-1.1302738766,-0.943764
trendline_bounce v1,2026-08-24,ETHUSDT,1.9535209095,2.166415
trendline_bounce v1,2026-08-24,SOLUSDT,1.6924480898,1.873075
trendline_bounce v1,2026-08-24,XRPUSDT,-1.0746995992,-0.969715
trendline_bounce v1,2026-08-24,DOGEUSDT,-1.0905386745,-0.963372
trendline_bounce v1,2026-08-24,XRPUSDT,-1.0686391966,-0.972150
trendline_bounce v1,2026-08-24,ETHUSDT,-1.0865679335,-0.964977
trendline_bounce v1,2026-08-24,ETHUSDT,0.8723928237,1.020845
trendline_bounce v1,2026-08-25,SOLUSDT,-1.0739983426,-0.967872
trendline_bounce v1,2026-08-25,XRPUSDT,-1.0786400015,-0.965883
trendline_bounce v1,2026-08-26,SOLUSDT,1.6955366314,1.844177
trendline_bounce v1,2026-08-27,ETHUSDT,-0.1474535502,0.015875
trendline_bounce v1,2026-08-27,DOGEUSDT,0.4520338153,0.606011
trendline_bounce v1,2026-08-27,SOLUSDT,-1.0928525489,-0.959512
trendline_bounce v1,2026-08-28,XRPUSDT,-1.1197782453,-0.948260
trendline_bounce v1,2026-08-28,DOGEUSDT,-1.1081938031,-0.955032
trendline_bounce v1,2026-08-31,XRPUSDT,1.5874992818,1.756676
trendline_bounce v1,2026-08-31,SOLUSDT,-0.3199199413,-0.175802
trendline_bounce v1,2026-09-02,DOGEUSDT,0.1159409853,0.314370
trendline_bounce v1,2026-09-02,XRPUSDT,0.9030150990,1.094290
trendline_breakout v1,2026-08-19,DOGEUSDT,-0.4968657421,-0.366074
trendline_breakout v1,2026-08-20,ETHUSDT,1.7966389644,1.937028
trendline_breakout v1,2026-08-20,ETHUSDT,-0.5070613328,-0.362195
trendline_breakout v1,2026-08-21,SOLUSDT,1.7373324854,1.877418
trendline_breakout v1,2026-08-21,ETHUSDT,-0.6645284761,-0.533273
trendline_breakout v1,2026-08-21,SOLUSDT,-0.6350457190,-0.517654
trendline_breakout v1,2026-08-21,DOGEUSDT,-0.3640461033,-0.275039
trendline_breakout v1,2026-08-21,SOLUSDT,1.2424858238,1.365884
trendline_breakout v1,2026-08-21,DOGEUSDT,1.8706267824,1.976166
trendline_breakout v1,2026-08-21,ETHUSDT,2.1686843575,2.314130
trendline_breakout v1,2026-08-22,XRPUSDT,-0.5640310404,-0.470167
trendline_breakout v1,2026-08-23,XRPUSDT,-1.0845465018,-0.963353
trendline_breakout v1,2026-08-23,DOGEUSDT,-0.5480016658,-0.421694
trendline_breakout v1,2026-08-23,ETHUSDT,-0.9436156951,-0.792099
trendline_breakout v1,2026-08-24,SOLUSDT,-1.1069892242,-0.953739
trendline_breakout v1,2026-08-24,SOLUSDT,-0.8770051833,-0.720897
trendline_breakout v1,2026-08-24,ETHUSDT,1.9535209095,2.166415
trendline_breakout v1,2026-08-24,XRPUSDT,-1.0746995992,-0.969715
trendline_breakout v1,2026-08-24,DOGEUSDT,-0.8281700329,-0.706782
trendline_breakout v1,2026-08-24,XRPUSDT,-1.0686391966,-0.972150
trendline_breakout v1,2026-08-24,ETHUSDT,-0.5972621653,-0.475181
trendline_breakout v1,2026-08-24,ETHUSDT,0.8723928237,1.020845
trendline_breakout v1,2026-08-24,XRPUSDT,1.0873089010,1.194853
trendline_breakout v1,2026-08-25,SOLUSDT,-1.0739983426,-0.967872
trendline_breakout v1,2026-08-25,XRPUSDT,-0.6297431527,-0.516537
trendline_breakout v1,2026-08-25,DOGEUSDT,-1.0885042679,-0.961658
trendline_breakout v1,2026-08-26,SOLUSDT,1.6955366314,1.844177
trendline_breakout v1,2026-08-27,SOLUSDT,-0.8681854677,-0.699371
trendline_breakout v1,2026-08-27,ETHUSDT,-0.5427227660,-0.380674
trendline_breakout v1,2026-08-27,XRPUSDT,2.1958238474,2.350745
trendline_breakout v1,2026-08-27,DOGEUSDT,0.4520338153,0.606011
trendline_breakout v1,2026-08-27,XRPUSDT,-0.4910792438,-0.327514
trendline_breakout v1,2026-08-27,XRPUSDT,-0.7724280914,-0.623104
trendline_breakout v1,2026-08-27,SOLUSDT,-0.4974887482,-0.362892
